year,rating,num_votes,title,recent_film,awarded
2008,4.0,1391,Gingerdead Man 2: Passion of the Crust,1,0
2008,4.6,76,Layla Live or Die,1,0
2008,2.6,10,First Timers,1,0
2008,5.7,86,San Saba,1,0
2008,6.6,93,The Unidentified,1,1
2008,5.6,347,The Local,1,0
2008,3.6,387,Break,1,1
2008,4.1,467,The Collective,1,1
2008,5.5,314,Overcome,1,0
2008,7.3,47556,Red Cliff,1,1
2008,6.5,260547,Mamma Mia!,1,1
2008,6.5,49,The Price of Loyalty,1,0
2008,6.2,20,Greater Threat,1,0
2008,6.4,10,The Road Home,1,0
2008,7.8,19,Public Interest,1,1
2008,4.6,81,Escape from Darwin,1,1
2008,4.0,3261,Another Gay Sequel: Gays Gone Wild!,1,0
2008,7.0,279920,Hellboy II: The Golden Army,1,1
2008,6.0,83,Sometimes in Life,1,1
2008,4.5,224,David & Fatima,1,1
2008,6.8,64,"...and on the 7th Day, God Rocked",1,0
2008,4.8,3423,Stag Night,1,0
2008,6.2,20310,My Sassy Girl,1,0
2008,6.5,40,A Bird in the Bush,1,0
2008,3.0,13,La benediction,1,0
2008,3.7,962,Toxic,1,0
2008,6.4,498538,Hancock,1,1
2008,4.2,150,Black Crescent Moon,1,0
2008,1.6,144,The Sweep,1,0
2008,2.1,43,Deceitful Storm,1,0
2008,5.0,212779,The Happening,1,1
2008,3.6,20,Chicken Pox,1,0
2008,4.4,668,June 9,1,0
2008,5.8,26,Wormtooth Nation,1,0
2008,8.2,20,Sweet Thing,1,0
2008,6.5,14,Walls Have Ears,1,0
2008,6.4,1605,Watercolors,1,1
2008,6.3,34,Spree,1,0
2008,4.2,29,$6 Man,1,0
2008,8.5,17,Seeking Wellness Part Four: Final Project,1,0
2008,5.7,20,The Crack Down,1,0
2008,6.9,14,Sullen,1,0
2008,6.9,16,Death of the Reel,1,0
2008,6.1,45,The Dead Walk,1,0
2008,5.6,58,Calling It Quits,1,1
2008,4.0,205,This Is Not a Test,1,1
2008,6.2,48,Jack Rio,1,0
2008,6.0,414,Leaving Barstow,1,1
2008,5.1,677,Player 5150,1,0
2008,5.1,86,Rex,1,1
2008,3.2,593,Solar Flare,1,0
2008,6.2,5478,Strictly Sexual,1,0
2008,5.0,22,Sides,1,0
2008,6.7,400102,Wanted,1,1
2008,6.2,39626,The Rocker,1,0
2008,5.9,6211,Visioneers,1,1
2008,5.8,56,Heart of a Dragon,1,0
2008,5.7,21,Vagrant,1,0
2008,7.6,20,Schoof,1,0
2008,7.7,15,The Road to Sundance,1,1
2008,7.7,33,"Finally, Lillian and Dan",1,0
2008,3.2,230,Dark Spirits,1,0
2008,6.9,40,Solitaire,1,0
2008,7.3,116,Signals,1,1
2008,5.8,289,South of Heaven,1,0
2008,4.4,413,Dark Streets,1,1
2008,5.0,191,Noble Things,1,0
2008,7.8,20,Trust Me,1,0
2008,3.3,31,MARy,1,0
2008,5.0,98,Hanah's Gift,1,1
2008,7.0,14,Agent 5: A Night in the Last Life of,1,1
2008,5.5,33,Skeletons in the Desert,1,0
2008,6.1,92,Lost Stallions: The Journey Home,1,0
2008,6.1,71,The 13th Alley,1,0
2008,6.5,70,Big Heart City,1,0
2008,4.5,185,Your Name Here,1,1
2008,4.2,1377,Impact Point,1,0
2008,6.4,5008,Jolene,1,1
2008,6.6,20,Randomocity,1,0
2008,7.5,36,The Stanton Family Grave Robbery,1,0
2008,5.3,184,The Blue Tooth Virgin,1,1
2008,5.3,32,Memorial Day,1,0
2008,5.6,208970,You Don't Mess with the Zohan,1,1
2008,3.4,480,Death on Demand,1,0
2008,6.5,19,Melvyn's Clock,1,0
2008,7.3,16,Dissonance,1,1
2008,8.0,19,Harts Ridge,1,0
2008,4.1,166,Dangerous Calling,1,1
2008,7.6,14,Turbocharge: The Unauthorized Story of The Cars,1,0
2008,5.0,98,Outrighteous,1,0
2008,6.2,81,Frozen Stupid,1,0
2008,3.4,292,No Bad Days,1,0
2008,8.0,11,Hardball: All Balls Don't Bounce,1,0
2008,3.5,214,The Art of Pain,1,0
2008,7.1,607,Fortified,1,0
2008,7.9,47,Between Heaven and Hell,1,0
2008,6.0,79,The Season,1,1
2008,3.2,600,Dead and Gone,1,0
2008,6.9,349753,Pineapple Express,1,1
2008,8.5,15,Fourhand,1,1
2008,3.7,127,Glow Ropes: The Rise and Fall of a Bar Mitzvah Emcee,1,0
2008,8.8,113,Cowboy Smoke,1,1
2008,7.7,13,Life's Passing Me By,1,1
2008,3.6,419,Dimples,1,0
2008,3.5,51,Superbadazz,1,0
2008,4.9,29,Zombies of Eureka,1,0
2008,5.3,86,Junction,1,0
2008,6.5,122,Bloodborn,1,1
2008,3.2,218,The Korean,1,1
2008,4.7,2636,Pig Hunt,1,1
2008,7.8,12,T.V.: The Movie,1,0
2008,6.9,13,Who's Deal?,1,0
2008,5.0,25,Echo,1,0
2008,6.1,21,"Nowhere, PA",1,0
2008,8.1,24,Stupa-Man,1,0
2008,5.9,69872,Star Wars: The Clone Wars,1,0
2008,5.5,127,Lifelines,1,1
2008,5.6,74,Side by Each,1,0
2008,3.6,1356,iMurders,1,1
2008,4.2,29,A Season for Brooding,1,0
2008,9.4,68,The Sacrament of Life,1,0
2008,8.5,102,The Full Picture,1,1
2008,7.6,201,Emilio,1,0
2008,4.4,107,The City Is Mine,1,0
2008,5.2,348,Love for Sale,1,0
2008,5.4,6397,Make It Happen,1,1
2008,4.8,1863,Beer for My Horses,1,1
2008,2.9,33,The Moretti House,1,0
2008,5.3,115,Chasing the White Dragon,1,1
2008,5.1,69,Jury of Our Peers,1,0
2008,5.2,26855,Mutant Chronicles,1,0
2008,4.7,23,Wake-Up Callz,1,0
2008,4.4,427,The Graduates,1,1
2008,6.2,30205,The Sisterhood of the Traveling Pants 2,1,0
2008,2.7,262,Johnny Sunshine Maximum Violence,1,0
2008,4.2,219,Dead Fury,1,0
2008,6.6,21,"WWE Summerslam: The Complete Anthology, Vol. 4",1,0
2008,8.1,16,Certifiable,1,0
2008,8.4,19,Ser o estar,1,1
2008,5.1,42651,Meet Dave,1,1
2008,4.6,60,I Thought You Finally Completely Lost It,1,0
2008,8.0,55,Family,1,0
2008,3.4,143,Double Dagger,1,0
2008,2.9,108,Poison Sweethearts,1,0
2008,5.9,26,Jorge Ameer Presents Straight Men & the Men Who Love Them 2,1,0
2008,4.8,58,Mating Dance,1,1
2008,9.0,2754815,The Dark Knight,1,1
2008,7.5,30,Neurotica,1,0
2008,7.7,25,Friends & Lovers: The Ski Trip 2,1,0
2008,7.4,82134,Felon,1,0
2008,7.0,34,The Way I See Things,1,1
2008,6.1,28,Los campeones de la lucha libre,1,0
2008,7.8,35,My Big Fat Armenian Family,1,0
2008,5.1,156,Rule of 3,1,1
2008,5.3,109,When Kiran Met Karen,1,0
2008,6.1,17,"My Necklace, Myself",1,1
2008,8.3,12,Sangamam,1,0
2008,6.5,341,Disfigured,1,1
2008,5.4,1963,Harold,1,0
2008,6.2,77341,Outlander,1,0
2008,4.6,14,As a Beginning,1,0
2008,7.0,27,The Secret,1,0
2008,4.3,160,October Moon 2: November Son,1,0
2008,5.6,4571,Home Movie,1,1
2008,5.8,127902,Journey to the Center of the Earth,1,1
2008,3.4,21,The Devil's Playhouse,1,0
2008,5.2,513,The New Twenty,1,1
2008,4.5,12186,Space Chimps,1,0
2008,5.4,7757,Babysitter Wanted,1,1
2008,5.5,5944,The Echo,1,0
2008,3.4,821,Red Canyon,1,0
2008,6.9,64,El Superstar: The Unlikely Rise of Juan Frances,1,0
2008,5.8,149,Tales from the Dead,1,0
2008,5.5,312,Hotel California,1,0
2008,6.7,13391,Brideshead Revisited,1,0
2008,6.3,29274,"Angus, Thongs and Perfect Snogging",1,1
2008,6.9,308107,Step Brothers,1,1
2008,5.5,12932,100 Feet,1,0
2008,5.9,92885,The X Files: I Want to Believe,1,0
2008,5.2,166911,The Mummy: Tomb of the Dragon Emperor,1,1
2008,5.6,117,The Tower,1,0
2008,4.7,158,Bittersweet,1,0
2008,3.5,70,JC in tha Hood,1,0
2008,4.0,79,One-Eyed Horse,1,0
2008,6.1,31,The Candy Shop,1,0
2008,4.5,182,Say Goodnight,1,0
2008,7.3,20,Queens Bound,1,0
2008,6.2,11,Mosquito Kingdom,1,0
2008,3.2,203,Born of Earth,1,0
2008,6.4,254,Buick Riviera,1,1
2008,8.4,16,Cold Feet,1,0
2008,6.4,25907,Repo! The Genetic Opera,1,1
2008,4.9,30,Tales of the Dead,1,0
2008,7.4,34,Sizzle: A Global Warming Comedy,1,0
2008,7.1,27,The Ode,1,0
2008,6.1,11,Grappling with your Demons,1,1
2008,6.6,509808,The Incredible Hulk,1,1
2008,8.1,10,Allegheny Sunset,1,0
2008,4.6,162,The Dark Horse,1,0
2008,5.8,74314,Made of Honor,1,1
2008,7.0,11,Producing the Hood,1,0
2008,6.5,31,Glass City,1,0
2008,3.9,25,The Face,1,0
2008,7.5,19,Red 71,1,0
2008,6.4,12,Mummies...,1,0
2008,7.2,13,Alternate Endings,1,0
2008,5.2,11,Pretty to Think So,1,0
2008,6.8,21,Tattered Angel,1,1
2008,4.9,185,Target Practice,1,0
2008,6.1,24,Academy of Doom,1,0
2008,6.1,183066,What Happens in Vegas,1,1
2008,5.8,9166,Boot Camp,1,0
2008,8.9,49,Schism,1,0
2008,7.6,20,Mind Morgue,1,0
2008,7.6,22,Ante Up,1,0
2008,6.9,15,Night Fifty,1,0
2008,7.0,62,Boys of Summerville,1,1
2008,6.5,411,Ready? OK!,1,1
2008,4.3,3124,Delgo,1,0
2008,4.6,28,The Deed to Hell,1,0
2008,8.9,23,Mozlym,1,0
2008,8.7,28,Road to Pecumsecah,1,0
2008,4.1,278,Border Lost,1,0
2008,7.7,36,Snow Snow for Lucy,1,0
2008,6.0,46520,Baby Mama,1,1
2008,4.2,759,Unnatural Causes,1,0
2008,7.2,13,Shaving Cream Man Solution Show,1,1
2008,4.0,199,The Double Born,1,1
2008,7.0,3384,Idiots and Angels,1,1
2008,6.5,413,The 27 Club,1,1
2008,5.8,870,Tennessee,1,0
2008,4.3,301,Ball Don't Lie,1,0
2008,3.0,1302,Wicked Lake,1,0
2008,8.1,10,Dave's 16th,1,0
2008,4.0,12,The Steele Project: Ides of March,1,0
2008,5.2,30,My True Self,1,0
2008,7.2,29,The Animation Show 4,1,0
2008,7.9,55,Lucky Days,1,1
2008,4.0,235,The Horror Vault Vol.1,1,0
2008,5.7,636,The Auteur,1,1
2008,5.7,4222,Bart Got a Room,1,1
2008,2.9,909,Amateur Porn Star Killer 2,1,0
2008,5.7,930,Lake City,1,0
2008,6.0,1711,Newcastle,1,1
2008,5.6,7878,From Within,1,1
2008,5.9,60,Treasure Blind,1,0
2008,4.6,559,The Wild Man of the Navidad,1,0
2008,4.4,3044,Killer Movie,1,0
2008,6.6,3545,Trucker,1,1
2008,5.4,8321,The Objective,1,1
2008,6.0,40289,Deception,1,1
2008,6.5,140036,Harold & Kumar Escape from Guantanamo Bay,1,1
2008,3.9,90,The Drum Beats Twice,1,0
2008,3.0,132,Chainsaw Cheerleaders,1,0
2008,4.1,406,Corporate Affairs,1,0
2008,3.5,136,Sounds,1,1
2008,3.3,20,Lost Along the Way,1,0
2008,4.1,211,Bad Guys,1,1
2008,1.6,158,The Red Cell,1,0
2008,3.4,329,Magus,1,0
2008,6.7,21339,Redbelt,1,0
2008,4.4,137,Mona,1,1
2008,4.2,170,Karma Police,1,0
2008,8.5,12,Bongoland II: There Is No Place Like Home,1,0
2008,5.2,17,Fans Anonymous,1,0
2008,3.2,60,Bricktown,1,0
2008,4.0,26,Fugue State,1,0
2008,6.9,28,Madison,1,1
2008,5.3,109,Train Master,1,1
2008,6.2,257,Uncross the Stars,1,0
2008,4.6,393,The Hustle,1,0
2008,6.0,10,Encarta IV: Dark Hope,1,0
2008,7.6,13,Shaniko,1,0
2008,9.7,14,Cuando volveras,1,0
2008,7.4,32,Cataclysmo and the Battle for Earth,1,0
2008,6.5,12,Teary Sockets,1,0
2008,8.1,18,Loose Cannons: The Movie,1,1
2008,7.5,13,Pinball Passion,1,0
2008,8.0,27,Nightlife,1,0
2008,4.7,58,Demons Rising,1,0
2008,5.0,252,An American in China,1,0
2008,3.9,37328,Prom Night,1,1
2008,6.2,33,To Live and Die in Dixie,1,0
2008,5.7,398,Hope & Redemption: The Lena Baker Story,1,0
2008,3.5,901,"One, Two, Many",1,0
2008,7.9,1091912,Iron Man,1,1
2008,7.4,110,Perfect Sport,1,1
2008,2.1,510,A Viking Saga: Son of Thor,1,1
2008,5.9,4884,Camille,1,0
2008,5.0,183,Cave Women on Mars,1,0
2008,8.1,21,Mason-Dixon,1,0
2008,7.6,24,B.O.H.I.C.A.,1,0
2008,4.6,25,FightFuckPray,1,0
2008,4.6,737,Make-Out with Violence,1,1
2008,4.8,156,The Kiss,1,0
2008,4.9,2139,Pretty Ugly People,1,1
2008,7.2,63,Race,1,0
2008,6.2,17,The Tale of a Suicidal Narcoleptic,1,0
2008,5.1,21,Eastern College,1,1
2008,7.3,21,Sunset,1,0
2008,6.6,26,Erased,1,1
2008,8.0,76,A Federal Case,1,1
2008,6.5,43,Seconds,1,0
2008,6.4,367,Emma Smith: My Story,1,0
2008,3.8,1387,The Lodge,1,1
2008,6.0,85,Knock 'em Dead,1,0
2008,7.4,36997,Keith,1,0
2008,6.8,13,"Jesus of Macon, Georgia",1,0
2008,8.6,16,Crime Scene: The Bobby Ray Summers Story,1,0
2008,6.5,68,Dear Me,1,0
2008,5.9,1671,Dog Tags,1,0
2008,7.6,21,Ocatilla Flat,1,0
2008,5.9,32934,Pathology,1,0
2008,5.0,590,Life in Flight,1,0
2008,8.1,36,A Trip to Swadades,1,0
2008,4.6,174,Beyond the Dunwich Horror,1,0
2008,7.5,95481,"Synecdoche, New York",1,1
2008,8.4,18,The Beverages,1,0
2008,6.1,20,Maidenhead,1,0
2008,7.4,26,Manhattanites,1,0
2008,6.8,34505,Che: Part Two,1,1
2008,7.1,19182,Wendy and Lucy,1,1
2008,5.0,271,Alien Encounter,1,0
2008,4.8,345,Between Something & Nothing,1,0
2008,6.3,18191,Surveillance,1,1
2008,7.2,47209,Che: Part One,1,1
2008,4.0,33,The Notorious Colonel Steel,1,0
2008,4.6,49,"Deathbone, Third Blood Part VII: The Blood of Deathbone",1,0
2008,6.2,1502,Los bastardos,1,1
2008,6.1,19175,Swing Vote,1,0
2008,7.8,260942,Changeling,1,1
2008,7.0,42355,Two Lovers,1,1
2008,7.2,15,Soldier's Heart,1,0
2008,3.2,279,Fashion Victim,1,0
2008,5.2,453,Acne,1,1
2008,6.0,4842,Afterschool,1,1
2008,6.2,478135,Indiana Jones and the Kingdom of the Crystal Skull,1,1
2008,6.5,85,The Greatest Fan Film of All Time,1,0
2008,4.6,11,Coup de Grace,1,0
2008,5.2,808,Christmas on Mars,1,0
2008,7.1,101,Safety First: The Rise of Women!,1,0
2008,3.6,132,Exile,1,0
2008,6.1,137153,The Strangers,1,1
2008,6.8,1582,The Secrets of Jonathan Sperry,1,0
2008,7.0,211,Trail of Crumbs,1,0
2008,7.9,37,Machetero,1,1
2008,5.3,46,Kill Zone,1,0
2008,5.9,92,Wrestling,1,0
2008,4.6,919,3-Day Weekend,1,0
2008,3.8,1749,American Crude,1,0
2008,4.2,2419,Wieners,1,0
2008,7.1,62,Don't Shoot the Pharmacist!,1,0
2008,7.7,37,Devil Come to Hell and Stay Where You Belong,1,0
2008,3.1,20,Sinner,1,0
2008,7.6,20,A Father's Rights,1,0
2008,6.9,77,Boiler Maker,1,1
2008,6.6,49,Something's Wrong in Kansas,1,0
2008,5.0,57,The Shiftling,1,0
2008,5.4,19,Drifter TKD,1,0
2008,4.9,102,Contamination,1,0
2008,8.6,27,East L.A.,1,1
2008,4.8,196,Make Yourself at Home,1,0
2008,6.3,10684,The Ramen Girl,1,0
2008,4.5,103,Six Sex Scenes and a Murder,1,0
2008,1.9,168,Hastey Hastey Follow Your Heart,1,0
2008,5.5,3512,Garden Party,1,0
2008,4.8,135,Butterfly Dreaming,1,1
2008,5.0,3913,Blackout,1,0
2008,5.1,105,A Simple Promise,1,0
2008,7.1,262771,Vicky Cristina Barcelona,1,1
2008,3.0,880,Heatstroke,1,0
2008,6.4,13,Thirty Second Doom,1,0
2008,5.2,71,Maniac on the Loose,1,0
2008,6.4,807,"On the Other Hand, Death",1,0
2008,6.0,161,Insidious,1,1
2008,4.7,10,Trip,1,0
2008,6.8,39,Parting Words,1,1
2008,5.9,10,"Winesburg, Ohio",1,0
2008,7.5,120,The Project,1,0
2008,5.7,117,Osso Bucco,1,0
2008,7.7,54,Henry May Long,1,1
2008,6.3,958,Yonkers Joe,1,0
2008,6.0,938,Fix,1,1
2008,4.6,2968,Smother,1,0
2008,3.8,1069,The Adventures of Food Boy,1,1
2008,5.5,3447,Finding Amanda,1,0
2008,5.2,12098,My Mom's New Boyfriend,1,0
2008,4.4,212,Man Maid,1,1
2008,5.7,784,Touching Home,1,1
2008,4.8,2733,Stiletto,1,0
2008,6.8,101,Mock Up on Mu,1,0
2008,5.2,3443,Columbus Day,1,0
2008,5.5,22299,"War, Inc.",1,0
2008,6.1,76600,Speed Racer,1,1
2008,8.2,10,Twelve,1,0
2008,6.0,68108,The Midnight Meat Train,1,1
2008,7.0,43,Confessionsofa Ex-Doofus-ItchyFooted Mutha,1,0
2008,4.8,40,Bend & Break,1,0
2008,5.3,79,Transit,1,0
2008,3.5,156,Rescued,1,0
2008,3.1,149,Promise,1,0
2008,5.7,12,The Last One,1,0
2008,7.6,494603,Kung Fu Panda,1,1
2008,8.8,30,Relapse,1,1
2008,6.1,194,Chinaman's Chance: America's Other Slaves,1,1
2008,2.9,181,Safehouse,1,0
2008,6.2,273,From Inside,1,1
2008,4.7,247,Crystal River,1,0
2008,3.4,168,Nora's Hair Salon II,1,0
2008,5.7,124951,Sex and the City,1,1
2008,4.8,18,Jim and the Infidels,1,0
2008,7.4,12,Tween,1,0
2008,5.6,402,Bloodline,1,0
2008,3.4,1764,Ninja Cheerleaders,1,0
2008,3.1,587,House of Usher,1,0
2008,6.4,464,The Sensei,1,1
2008,4.9,29,Willows Way,1,0
2008,7.5,75,A Line in the Sand,1,1
2008,3.6,363,Squeal,1,0
2008,5.2,17,"Gunslinger, P.I.",1,0
2008,4.9,930,Vice,1,0
2008,6.5,358,Diamonds and Guns,1,0
2008,6.5,218614,The Chronicles of Narnia: Prince Caspian,1,1
2008,3.2,266,Green River,1,0
2008,7.2,15,Jellyscream!,1,0
2009,5.8,9553,Infestation,1,1
2009,6.0,52,Deep River: The Island,1,0
2009,6.1,143,Carried Away,1,1
2009,6.8,14,Vale Tudo Project,1,0
2009,6.6,42,Alien Ecstasy,1,0
2009,3.0,140,Killer Biker Chicks,1,0
2009,6.8,66,All for Liberty,1,1
2009,5.2,671,A Day in the Life,1,0
2009,6.9,23,Law of Attraction,1,0
2009,4.9,2408,Angel of Death,1,0
2009,4.3,962,Evil Bong 2: King Bong,1,0
2009,1.8,325,The Prodigy,1,0
2009,4.6,72,The Fighter,1,0
2009,7.4,61,The Greatest Song,1,0
2009,5.3,890,The Butcher,1,0
2009,6.3,101,Young and Handsome: A Night with Jeff Garlin,1,0
2009,7.6,570064,Harry Potter and the Half-Blood Prince,1,1
2009,6.6,18,Coopersville,1,0
2009,4.5,240,Modus Operandi,1,0
2009,4.8,98,IceBreaker,1,0
2009,6.1,60,Bottleworld,1,0
2009,3.7,1303,Endless Bummer,1,0
2009,5.3,36724,"I Love You, Beth Cooper",1,1
2009,4.8,371,Nowhere to Hide,1,0
2009,7.0,72,Doctor S Battles the Sex Crazed Reefer Zombies: The Movie,1,0
2009,6.3,1225,Dear Lemon Lima,1,1
2009,5.9,1337,Mercy,1,0
2009,3.7,171,Homewrecker,1,0
2009,6.2,462,Harmony and Me,1,1
2009,4.8,527,Murder Loves Killers Too,1,0
2009,6.6,258,The Athlete,1,0
2009,3.5,153,A Kiss of Chaos,1,1
2009,3.5,676,Second Coming,1,0
2009,6.6,105,Benny Bliss and the Disciples of Greatness,1,1
2009,7.1,98,Redland,1,1
2009,7.8,41,Killer Shorts,1,0
2009,7.0,32,Addicts,1,0
2009,5.7,95,Blondes in the Jungle,1,0
2009,5.8,13378,Beyond a Reasonable Doubt,1,0
2009,5.8,4399,Dare,1,1
2009,6.5,410,Hannah Free,1,1
2009,5.1,48595,G-Force,1,1
2009,5.8,3240,Eating Out: All You Can Eat,1,0
2009,6.3,121995,Funny People,1,0
2009,6.5,1786,The Big Gay Musical,1,1
2009,8.2,18,The Bar,1,0
2009,7.3,10,Game of the Year,1,1
2009,6.5,115,Dead Men,1,0
2009,5.0,16,Motherland,1,0
2009,7.0,242054,Orphan,1,1
2009,3.2,193,Sculpture,1,1
2009,4.9,18,My Last Day with You,1,0
2009,4.8,601,American Cowslip,1,0
2009,3.2,337,Outrage: Born in Terror,1,1
2009,7.9,57,Shot List,1,0
2009,5.9,97,It's a Mismatch,1,0
2009,6.1,1491,Formosa Betrayed,1,1
2009,5.3,86,The Northern Kingdom,1,0
2009,6.0,567,Just Say Love,1,0
2009,5.5,3432,Command Performance,1,0
2009,7.8,36,Mitsein,1,1
2009,3.7,519,Wrecked,1,0
2009,7.5,27,Serial: Amoral Uprising,1,0
2009,7.0,11,Hidden Treaure of Wompkee Wood,1,0
2009,6.1,54,Psychotropica,1,0
2009,5.6,12721,Dread,1,0
2009,4.3,625,Lucky Bastard,1,0
2009,3.1,132,The House That Jack Built,1,0
2009,5.0,56,Disappearing in America,1,0
2009,3.3,1255,The Crypt,1,0
2009,6.7,45,Let Me Die Quietly,1,0
2009,6.4,225439,The Ugly Truth,1,1
2009,5.4,8001,Possession,1,0
2009,3.0,669,Dismal,1,0
2009,4.4,3959,Deep in the Valley,1,0
2009,5.3,4457,Homecoming,1,0
2009,3.8,338,Oral Fixation,1,1
2009,5.2,59,CockHammer,1,0
2009,5.6,1378,Curious George 2: Follow That Monkey!,1,0
2009,5.7,87,Romeo & Juliet vs. The Living Dead,1,0
2009,5.4,203,Impolex,1,1
2009,6.6,314,Pastor Brown,1,0
2009,5.8,13,Pre,1,1
2009,4.3,310,Crimes of the Past,1,0
2009,7.5,55,Drawing with Chalk,1,1
2009,5.6,2645,Falling Up,1,0
2009,8.0,13,The Summer of 69,1,0
2009,3.8,106,The Gunslingers,1,0
2009,6.2,90,"Angels, Devils and Men",1,0
2009,5.6,2936,Saint John of Las Vegas,1,0
2009,8.8,14,In the City,1,0
2009,5.2,415,Friends (with Benefits),1,1
2009,6.4,1066,Easier with Practice,1,1
2009,6.6,92,Etienne!,1,1
2009,4.0,112,What Really Frightens You,1,0
2009,8.1,298347,Hachi: A Dog's Tale,1,0
2009,4.4,1022,Asylum Seekers,1,1
2009,4.4,557,Godspeed,1,1
2009,5.6,15488,Imagine That,1,1
2009,8.8,14,Jeff Buckley: Grace Around the World,1,0
2009,7.2,29,Primos,1,0
2009,7.2,207,The Last Hurrah,1,1
2009,4.7,79,Mutilation Mile,1,0
2009,7.1,21,Joy,1,0
2009,4.5,168,The Legend of Zelda: The Hero of Time,1,0
2009,3.4,452,Chrome Angels,1,0
2009,6.4,213,The Harimaya Bridge,1,1
2009,5.3,56,She Alien,1,0
2009,3.7,134,Palo Pinto Gold,1,1
2009,6.4,225,Rivers Wash Over Me,1,1
2009,6.3,14,The New Girls,1,0
2009,2.0,213,Clownstrophobia,1,0
2009,3.7,107,God Send Me a Man,1,0
2009,7.5,17,Miracle of the Widow,1,0
2009,5.9,419613,Transformers: Revenge of the Fallen,1,1
2009,5.7,65,Lock and Roll Forever,1,0
2009,5.2,23,Out of the Fog,1,0
2009,5.6,346,Final Flesh,1,0
2009,3.6,235,The Boy with the Sun in His Eyes,1,0
2009,5.6,11,Attack of the Yeti Hand,1,0
2009,6.9,86,Sweet Justice,1,0
2009,8.1,40,Acts of Mercy,1,1
2009,7.6,57,Aaron Bacon,1,0
2009,4.8,593,Pornography: A Thriller,1,1
2009,7.1,20,Maggots and Men,1,0
2009,2.1,22,Revelation 13,1,0
2009,3.0,47,Fish Bait: The Movie,1,0
2009,5.4,3146,Table for Three,1,0
2009,6.4,30,Ninong,1,0
2009,5.6,1674,Redwoods,1,1
2009,7.3,352,Without Bias,1,1
2009,5.0,219,The Assistants,1,1
2009,3.0,292,Guardians,1,0
2009,7.1,24,4 Minutes,1,0
2009,5.9,151730,Brüno,1,1
2009,8.9,20,ER EXperience,1,0
2009,7.3,96072,My Sister's Keeper,1,1
2009,6.9,255670,Ice Age: Dawn of the Dinosaurs,1,1
2009,6.1,1859,Life Is Hot in Cracktown,1,0
2009,6.8,11901,New York,1,1
2009,6.4,461,"Hollywood, je t'aime",1,1
2009,7.1,42,Baraboo,1,0
2009,4.2,863,Sabor tropical,1,0
2009,6.5,375,Wah Do Dem,1,1
2009,6.9,22,Dead End Falls,1,0
2009,8.5,13,"Keep Your Day Job, Superstar",1,0
2009,6.5,19792,Paper Man,1,1
2009,7.8,38,Road to the Altar,1,0
2009,3.7,59,Fight Ring,1,0
2009,4.2,1984,Evil Things,1,0
2009,8.0,11,Untitled Chapters,1,0
2009,7.0,311442,Public Enemies,1,1
2009,4.9,101270,Year One,1,0
2009,5.1,3396,The Six Wives of Henry Lefay,1,0
2009,3.3,83,Nightfall,1,0
2009,5.1,211,Aussie & Ted's Great Adventure,1,0
2009,4.8,17,Under Liberty,1,0
2009,4.8,11760,Labor Pains,1,0
2009,4.0,1748,And Then Came Lola,1,1
2009,4.5,240,Irene in Time,1,0
2009,7.9,92,The Last Passport,1,1
2009,8.1,24,Night Fliers,1,1
2009,7.3,33,The Sphere of the Lycanthrope,1,1
2009,3.4,169,One Man's Treasure,1,0
2009,4.9,58,The Consultants,1,0
2009,5.1,6383,Forget Me Not,1,0
2009,2.8,297,Fox Force,1,0
2009,5.5,12,3 Days in L.A.,1,1
2009,5.1,111116,The Final Destination,1,1
2009,5.9,4618,Across the Hall,1,0
2009,3.5,3055,Lies & Illusions,1,0
2009,8.2,12,Ashland,1,0
2009,8.6,20,Misunderstandings,1,0
2009,8.0,11,The Buffalo Son,1,0
2009,4.9,2988,Offspring,1,0
2009,5.5,3669,The Open Road,1,0
2009,5.4,129,The Path of the Wind,1,0
2009,6.9,66,The God Complex,1,0
2009,6.6,44,Saddle Up with Dick Wrangler & Injun Joe,1,0
2009,6.7,20,Health Freaks,1,0
2009,8.4,49,For Love of Amy,1,0
2009,4.8,57636,Halloween II,1,1
2009,6.4,19,Thieves Like Us,1,0
2009,4.2,29,27 Down,1,0
2009,6.8,42,The Taken,1,1
2009,5.9,14,The Forgotten Ones,1,0
2009,4.2,22,The Slasher,1,0
2009,5.3,1052,The Bridge to Nowhere,1,0
2009,6.0,48864,Carriers,1,0
2009,4.9,759,Stuntmen,1,0
2009,7.0,144022,9,1,0
2009,6.0,35874,The Tournament,1,0
2009,5.0,45,Uptown,1,1
2009,5.5,1085,Duress,1,0
2009,4.2,105,Jingles the Clown,1,0
2009,7.6,386,RiffTrax Live: Plan 9 from Outer Space,1,0
2009,4.3,14586,Cabin Fever 2: Spring Fever,1,0
2009,4.1,2305,The Marc Pease Experience,1,0
2009,5.6,381,Streetballers,1,1
2009,6.5,65,The Minstrel Killer,1,0
2009,5.2,24,Nuclear,1,0
2009,5.2,382,Mandie and the Secret Tunnel,1,0
2009,5.1,930,Oy Vey! My Son Is Gay!!,1,1
2009,5.2,10,Halloween Homecoming,1,0
2009,5.5,52,Thick as Thieves,1,0
2009,4.6,46,Death Force,1,0
2009,5.2,25,Raising Kayn,1,0
2009,7.4,343614,Up in the Air,1,1
2009,3.7,348,Sugar Boxx,1,0
2009,5.4,97,A Lower Power,1,0
